rel_path,source,title,title_norm,published_raw,date_iso,cluster_size,cluster_sources_count,story_role
MC1/News Articles/The Abila Post/458.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/475.txt,The Abila Post,GOVERNMENT RESPONDS TO ANOTHER ROUND OF PROTESTS,GOVERNMENT RESPONDS TO ANOTHER ROUND OF PROTESTS,20 June 2010,2010-06-20,3,3,Primary
MC1/News Articles/The Abila Post/477.txt,The Abila Post,LANDSLIDE VICTORY FOR PRESIDENT KAPELOU,LANDSLIDE VICTORY FOR PRESIDENT KAPELOU,2 October 2000,2000-10-02,3,3,Primary
MC1/News Articles/The Abila Post/50.txt,The Abila Post,"GASTECH EMPLOYEE INTERROGATED, RELEASED","GASTECH EMPLOYEE INTERROGATED, RELEASED",20 January 2014,2014-01-20,3,3,Primary
MC1/News Articles/The Abila Post/528.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/53.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/54.txt,The Abila Post,WHO ARE THE PROTESTERS,WHO ARE THE PROTESTERS,22 August 2012,2012-08-22,4,4,Primary
MC1/News Articles/The Abila Post/555.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/557.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/573.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/576.txt,The Abila Post,DRUG RELATED ARRESTS ON THE RISE,DRUG RELATED ARRESTS ON THE RISE,14 May 2011,2011-05-14,2,2,Primary
MC1/News Articles/The Abila Post/619.txt,The Abila Post,WELLNESS FOR ALL ISSUES STATEMENT ON ELODIS,WELLNESS FOR ALL ISSUES STATEMENT ON ELODIS,15 November 1998,1998-11-15,3,3,Primary
MC1/News Articles/The Abila Post/654.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/660.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/663.txt,The Abila Post,TISKELE BEND EXPLOSION AND FIRE,TISKELE BEND EXPLOSION AND FIRE,16 August 2000,2000-08-16,3,3,Primary
MC1/News Articles/The Abila Post/677.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/682.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/696.txt,The Abila Post,KRONOS POLICE ARREST BLOTTER - ABILA,KRONOS POLICE ARREST BLOTTER - ABILA,22 November 2011,2011-11-22,3,3,Primary
MC1/News Articles/The Abila Post/699.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/705.txt,The Abila Post,GOVERNMENT LABELS POK 'PUBLIC THREAT',GOVERNMENT LABELS POK 'PUBLIC THREAT',27 July 2011,2011-07-27,2,2,Primary
MC1/News Articles/The Abila Post/713.txt,The Abila Post,GASTECH LEADERSHIP CONFIRMED MISSING,GASTECH LEADERSHIP CONFIRMED MISSING,By Haneson Ngohebo,,3,3,Unknown
MC1/News Articles/The Abila Post/718.txt,The Abila Post,ABILA AIRPORT CONFIRMS TWO PRIVATE JETS LEFT TODAY,ABILA AIRPORT CONFIRMS TWO PRIVATE JETS LEFT TODAY,20 January 2014,2014-01-20,2,2,Primary
MC1/News Articles/The Abila Post/756.txt,The Abila Post,TRAFFIC ACCIDENT NEAR ELODIS,TRAFFIC ACCIDENT NEAR ELODIS,10 April 2007,2007-04-10,4,4,Primary
MC1/News Articles/The Abila Post/764.txt,The Abila Post,MEETING SET FOR TOMORROW MORNING,MEETING SET FOR TOMORROW MORNING,19 January 2014,2014-01-19,3,3,Primary
MC1/News Articles/The Abila Post/782.txt,The Abila Post,POSSIBLE CONTAMINATION IN ELODIS,POSSIBLE CONTAMINATION IN ELODIS,23 April 1997,1997-04-23,5,5,Primary
MC1/News Articles/The Abila Post/803.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/805.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/806.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/807.txt,The Abila Post,GASTECH HEADQUARTERS BLOCKED BY POK,GASTECH HEADQUARTERS BLOCKED BY POK,19 February 2009,2009-02-19,3,3,Primary
MC1/News Articles/The Abila Post/812.txt,The Abila Post,ANNIVERSARY OF PROTESTS,ANNIVERSARY OF PROTESTS,13June 2010,2010-06-13,5,5,Primary
MC1/News Articles/The Abila Post/83.txt,The Abila Post,BRAZEN DAY TIME ASSAULT BY POK,BRAZEN DAY TIME ASSAULT BY POK,16 December 2013,2013-12-16,3,3,Primary
MC1/News Articles/The Abila Post/834.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Continent/100.txt,The Continent,Four people have died in a discharge near Elodis,FOUR PEOPLE HAVE DIED IN A DISCHARGE NEAR ELODIS,2007/03/19,2007-03-19,1,1,Primary
MC1/News Articles/The Continent/242.txt,The Continent,Race of the boat stopped before starting,RACE OF THE BOAT STOPPED BEFORE STARTING,2010/03/05,2010-03-05,1,1,Primary
MC1/News Articles/The Continent/245.txt,The Continent,The employees of GASTech who are kidnapped in Kronos,THE EMPLOYEES OF GASTECH WHO ARE KIDNAPPED IN KRONOS,2014/01/21,2014-01-21,1,1,Primary
MC1/News Articles/The Continent/268.txt,The Continent,Profile:  Elian Karel,PROFILE: ELIAN KAREL,2009/06/23,2009-06-23,6,6,Derivative
MC1/News Articles/The Continent/302.txt,The Continent,Overall the benevolence trunks of the calamity evacuation canal,OVERALL THE BENEVOLENCE TRUNKS OF THE CALAMITY EVACUATION CANAL,1999/11/16,1999-11-16,1,1,Primary
MC1/News Articles/The Continent/318.txt,The Continent,To sit in divide the police force of Abila twisted violently at presidential manor,TO SIT IN DIVIDE THE POLICE FORCE OF ABILA TWISTED VIOLENTLY AT PRESIDENTIAL MANOR,2012/06/21,2012-06-21,1,1,Primary
MC1/News Articles/The Continent/36.txt,The Continent,The guards of Kronos van Kronos explained terrorist group,THE GUARDS OF KRONOS VAN KRONOS EXPLAINED TERRORIST GROUP,2009/02/23,2009-02-23,1,1,Primary
MC1/News Articles/The Continent/457.txt,The Continent,Oil and the gas the industry has warned of Kronos it for its most formidable challenge in 20 years because of the low levels of exploration stands.,OIL AND THE GAS THE INDUSTRY HAS WARNED OF KRONOS IT FOR ITS MOST FORMIDABLE CHALLENGE IN 20 YEARS BECAUSE OF THE LOW LEVELS OF EXPLORATION STANDS.,2012/02/21,2012-02-21,1,1,Primary
MC1/News Articles/The Continent/513.txt,The Continent,,,2013/10/22,,0,0,Unknown
MC1/News Articles/The Continent/530.txt,The Continent,The hospitals which see Influx of the users of the drug of the designer of Abila,THE HOSPITALS WHICH SEE INFLUX OF THE USERS OF THE DRUG OF THE DESIGNER OF ABILA,2013/02/08,2013-02-08,1,1,Primary
MC1/News Articles/The Continent/535.txt,The Continent,The insight of an expert: thriving as foreign CEO in Kronos,THE INSIGHT OF AN EXPERT: THRIVING AS FOREIGN CEO IN KRONOS,2014/03/26,2014-03-26,1,1,Primary
MC1/News Articles/The Continent/580.txt,The Continent,GAStech,GASTECH,2013/02/24,2013-02-24,4,4,Derivative
MC1/News Articles/The Continent/784.txt,The Continent,The gas pioneer of the shale plant the first sea wells of the world in Mediterranean sea,THE GAS PIONEER OF THE SHALE PLANT THE FIRST SEA WELLS OF THE WORLD IN MEDITERRANEAN SEA,1984/05/05,1984-05-05,1,1,Primary
MC1/News Articles/The Continent/796.txt,The Continent,The central role of the center in industry of the gas Tethan,THE CENTRAL ROLE OF THE CENTER IN INDUSTRY OF THE GAS TETHAN,1982/10/03,1982-10-03,1,1,Primary
MC1/News Articles/The Continent/88.txt,The Continent,The protests of Kronos break out in violence,THE PROTESTS OF KRONOS BREAK OUT IN VIOLENCE,2013/11/13,2013-11-13,1,1,Primary
MC1/News Articles/The Explainer/127.txt,The Explainer,TO SATISFY THE SYSTEM FOR TOMORROW MORNING,TO SATISFY THE SYSTEM FOR TOMORROW MORNING,2014/01/19,2014-01-19,1,1,Primary
MC1/News Articles/The Explainer/177.txt,The Explainer,EXPLOSION AND FIRE OF THE TISKELE CURVE,EXPLOSION AND FIRE OF THE TISKELE CURVE,2000/08/18,2000-08-18,1,1,Primary
MC1/News Articles/The Explainer/197.txt,The Explainer,"INTERROGATED, SENT EMPLOYEE OF GASTECH","INTERROGATED, SENT EMPLOYEE OF GASTECH",2014/01/20,2014-01-20,1,1,Primary
MC1/News Articles/The Explainer/205.txt,The Explainer,DRYING PAPER OF THE HALTING OF THE POLICE OF KRONOS - ABILA,DRYING PAPER OF THE HALTING OF THE POLICE OF KRONOS - ABILA,2011/11/23,2011-11-23,1,1,Primary
MC1/News Articles/The Explainer/258.txt,The Explainer,THE THREATS PUBLISHED BY POK,THE THREATS PUBLISHED BY POK,2012/03/09,2012-03-09,2,2,Primary
MC1/News Articles/The Explainer/260.txt,The Explainer,ASSAULT BEHAVED SHAMELESSLY OF TIME OF THE DAY BY POK,ASSAULT BEHAVED SHAMELESSLY OF TIME OF THE DAY BY POK,2013/12/17,2013-12-17,1,1,Primary
MC1/News Articles/The Explainer/300.txt,The Explainer,THE WHO IS THE DEMONSTRATORS,THE WHO IS THE DEMONSTRATORS,2012/08/24,2012-08-24,1,1,Primary
MC1/News Articles/The Explainer/324.txt,The Explainer,THE ABILA AIRPORT TODAY CONFIRMS TWO JETS DEPRIVED TO THE LEFT,THE ABILA AIRPORT TODAY CONFIRMS TWO JETS DEPRIVED TO THE LEFT,2014/01/20,2014-01-20,1,1,Primary
MC1/News Articles/The Explainer/334.txt,The Explainer,ANNIVERSARY OF PROTESTS,ANNIVERSARY OF PROTESTS,2010/06/14,2010-06-14,5,5,Derivative
MC1/News Articles/The Explainer/340.txt,The Explainer,HEADQUARTERS OF GASTECH BLOCKED BY POK,HEADQUARTERS OF GASTECH BLOCKED BY POK,2009/02/20,2009-02-20,1,1,Primary
MC1/News Articles/The Explainer/377.txt,The Explainer,TRAFFIC ACCIDENT NEAR ELODIS,TRAFFIC ACCIDENT NEAR ELODIS,2007/04/11,2007-04-11,4,4,Derivative
MC1/News Articles/The Explainer/382.txt,The Explainer,PRESIDENT KAPELOU II CHOSE BY THE REGISTRY MARGIN,PRESIDENT KAPELOU II CHOSE BY THE REGISTRY MARGIN,2010/10/04,2010-10-04,1,1,Primary
MC1/News Articles/The Explainer/385.txt,The Explainer,THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABILA,THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABILA,2009/06/22,2009-06-22,1,1,Primary
MC1/News Articles/The Explainer/397.txt,The Explainer,TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTECH,TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTECH,2014/01/20,2014-01-20,1,1,Primary
MC1/News Articles/The Explainer/442.txt,The Explainer,HEALTH FOR ALL THE DECLARATION OF EDITIONS ON ELODIS,HEALTH FOR ALL THE DECLARATION OF EDITIONS ON ELODIS,1998/11/17,1998-11-17,1,1,Primary
MC1/News Articles/The Explainer/491.txt,The Explainer,RETURN OF THE PROTESTS OF ELODIS TO THE UPROARS AND THE HALTINGS,RETURN OF THE PROTESTS OF ELODIS TO THE UPROARS AND THE HALTINGS,2005/09/26,2005-09-26,1,1,Primary
MC1/News Articles/The Explainer/527.txt,The Explainer,"THE GOVERNMENT LABELS POK ""THREATENS PUBLIC""","THE GOVERNMENT LABELS POK ""THREATENS PUBLIC""",2011/07/28,2011-07-28,1,1,Primary
MC1/News Articles/The Explainer/661.txt,The Explainer,RELATED HALTINGS DRUG IN THE ASCENT,RELATED HALTINGS DRUG IN THE ASCENT,2011/05/16,2011-05-16,1,1,Primary
MC1/News Articles/The Explainer/667.txt,The Explainer,ARRESTED LEADER OF POK,ARRESTED LEADER OF POK,2009/03/13,2009-03-13,1,1,Primary
MC1/News Articles/The Explainer/679.txt,The Explainer,DISAPPEARED CONFIRMED GASTECH DIRECTION,DISAPPEARED CONFIRMED GASTECH DIRECTION,By Haneson Ngohebo,,1,1,Primary
MC1/News Articles/The Explainer/691.txt,The Explainer,THE GOVERNMENT RESPONDS TO ANOTHER REDONDO OF PROTESTS,THE GOVERNMENT RESPONDS TO ANOTHER REDONDO OF PROTESTS,2010/06/22,2010-06-22,1,1,Primary
MC1/News Articles/The Explainer/703.txt,The Explainer,"THE GOVERNMENT MENTIONS THE CONTAMINATION ""OF SMALLER IMPORTANCE"" NEAR ELODIS","THE GOVERNMENT MENTIONS THE CONTAMINATION ""OF SMALLER IMPORTANCE"" NEAR ELODIS",1997/10/16,1997-10-16,1,1,Primary
MC1/News Articles/The Explainer/715.txt,The Explainer,KIDNAPPING IN THE GASTECH HEADQUARTERS,KIDNAPPING IN THE GASTECH HEADQUARTERS,2014/01/20,2014-01-20,1,1,Primary
MC1/News Articles/The Explainer/731.txt,The Explainer,POSSIBLE CONTAMINATION IN ELODIS,POSSIBLE CONTAMINATION IN ELODIS,1997/04/25,1997-04-25,5,5,Derivative
MC1/News Articles/The Explainer/747.txt,The Explainer,VICTORY OF THE COLLAPSE FOR PRESIDENT KAPELOU,VICTORY OF THE COLLAPSE FOR PRESIDENT KAPELOU,2000/10/03,2000-10-03,1,1,Primary
MC1/News Articles/The General Post/107.txt,The General Post,KIDNAPPING IN GASTECH KRONOS,KIDNAPPING IN GASTECH KRONOS,2014/01/20,2014-01-20,1,1,Primary
MC1/News Articles/The General Post/131.txt,The General Post,GDP OF KRONOS IN THE ASCENT,GDP OF KRONOS IN THE ASCENT,2000/01/17,2000-01-17,1,1,Primary
MC1/News Articles/The General Post/192.txt,The General Post,THE EXTENSION OF GASTECH REACHES THE KRONOS BORDERS,THE EXTENSION OF GASTECH REACHES THE KRONOS BORDERS,1994/09/25,1994-09-25,1,1,Primary
MC1/News Articles/The General Post/223.txt,The General Post,ENORMOUS IPO MAKES MULTIMILLIONAIRE OF SANJORGE,ENORMOUS IPO MAKES MULTIMILLIONAIRE OF SANJORGE,2013/12/18,2013-12-18,1,1,Primary
MC1/News Articles/The General Post/23.txt,The General Post,SANJORGE JR CONDEMNS POK LIKE TERRORISTS,SANJORGE JR CONDEMNS POK LIKE TERRORISTS,2009/02/22,2009-02-22,2,2,Derivative
MC1/News Articles/The General Post/235.txt,The General Post,SITE OF THE CURVE OF TISKELE OF ROCKS GASTECH OF THE EXPLOSION,SITE OF THE CURVE OF TISKELE OF ROCKS GASTECH OF THE EXPLOSION,2000/08/16,2000-08-16,1,1,Primary
MC1/News Articles/The General Post/284.txt,The General Post,GAINS OF THE FILE OF GASTECH INFORMATION,GAINS OF THE FILE OF GASTECH INFORMATION,1999/02/20,1999-02-20,1,1,Primary
MC1/News Articles/The General Post/316.txt,The General Post,HEALTH FOR ALL (WFA) BURSTS GASTECH AND KRONOS GOVT,HEALTH FOR ALL (WFA) BURSTS GASTECH AND KRONOS GOVT,1998/11/14,1998-11-14,1,1,Primary
MC1/News Articles/The General Post/336.txt,The General Post,JR OF SANJORGE THAT TAKES TO GASTECH THE PUBLIC INTERNATIONAL,JR OF SANJORGE THAT TAKES TO GASTECH THE PUBLIC INTERNATIONAL,2013/09/04,2013-09-04,1,1,Primary
MC1/News Articles/The General Post/345.txt,The General Post,PREOCCUPATIONS OF THE INVESTMENT OF BUSINESS IN KRONOS,PREOCCUPATIONS OF THE INVESTMENT OF BUSINESS IN KRONOS,2010/12/18,2010-12-18,1,1,Primary
MC1/News Articles/The General Post/478.txt,The General Post,"THE PROMINENT BUSINESS, CIVIC LEADER DIES IN 65","THE PROMINENT BUSINESS, CIVIC LEADER DIES IN 65",1994/02/18,1994-02-18,1,1,Primary
MC1/News Articles/The General Post/493.txt,The General Post,THE COO OF GAStech DIES IN 73,THE COO OF GASTECH DIES IN 73,2003/05/19,2003-05-19,1,1,Primary
MC1/News Articles/The General Post/536.txt,The General Post,DEMANDS OF THE RESCUE DONE IN THE KIDNAPPING OF GASTECH,DEMANDS OF THE RESCUE DONE IN THE KIDNAPPING OF GASTECH,2014/01/21,2014-01-21,1,1,Primary
MC1/News Articles/The General Post/543.txt,The General Post,MAGNIFICENT OPENING GASTECH-KRONOS,MAGNIFICENT OPENING GASTECH-KRONOS,1995/10/12,1995-10-12,1,1,Primary
MC1/News Articles/The General Post/723.txt,The General Post,THE IMPROVEMENTS NEEDED FOR THE DEEP PORT OF ABILA,THE IMPROVEMENTS NEEDED FOR THE DEEP PORT OF ABILA,1993/09/21,1993-09-21,1,1,Primary
MC1/News Articles/The General Post/825.txt,The General Post,GASTECH CHANGES OF POSITION THE CENTRUM TO KRONOS,GASTECH CHANGES OF POSITION THE CENTRUM TO KRONOS,1996/07/08,1996-07-08,1,1,Primary
MC1/News Articles/The General Post/826.txt,The General Post,GASTECH ADOPTS NEW STANDARD,GASTECH ADOPTS NEW STANDARD,2009/05/17,2009-05-17,1,1,Primary
MC1/News Articles/The General Post/835.txt,The General Post,THE KRONOS GOVERNMENT PLANS TAX BREAKAGE TO ANIMATE THE FOREIGN INVESTMENT,THE KRONOS GOVERNMENT PLANS TAX BREAKAGE TO ANIMATE THE FOREIGN INVESTMENT,1992/12/13,1992-12-13,1,1,Primary
MC1/News Articles/The General Post/97.txt,The General Post,TECHNIQUE THAT IT PERFORATES PROHIBITED IN TETHYS,TECHNIQUE THAT IT PERFORATES PROHIBITED IN TETHYS,1995/04/01,1995-04-01,1,1,Primary
MC1/News Articles/The Guide/145.txt,The Guide,POK kidnaps to employees of GAStech,POK KIDNAPS TO EMPLOYEES OF GASTECH,2014/01/20,2014-01-20,1,1,Primary
MC1/News Articles/The Guide/162.txt,The Guide,The protest gives violent return in Abila,THE PROTEST GIVES VIOLENT RETURN IN ABILA,2009/06/21,2009-06-21,1,1,Primary
MC1/News Articles/The Guide/189.txt,The Guide,"Annual ends of the meeting of POK in uproar, again","ANNUAL ENDS OF THE MEETING OF POK IN UPROAR, AGAIN",2013/06/22,2013-06-22,1,1,Primary
MC1/News Articles/The Guide/194.txt,The Guide,"Kapelou calls POK ""one group of criminals""","KAPELOU CALLS POK ""ONE GROUP OF CRIMINALS""",2012/06/23,2012-06-23,1,1,Primary
MC1/News Articles/The Guide/224.txt,The Guide,"POK a ""public threat""","POK A ""PUBLIC THREAT""",2011/07/28,2011-07-28,1,1,Primary
MC1/News Articles/The Guide/229.txt,The Guide,Karel leader of the activist arrested for the fiscal evasion,KAREL LEADER OF THE ACTIVIST ARRESTED FOR THE FISCAL EVASION,2009/03/13,2009-03-13,1,1,Primary
MC1/News Articles/The Guide/296.txt,The Guide,"The taxes added on the oil, development of the gas defeated in general to assembly","THE TAXES ADDED ON THE OIL, DEVELOPMENT OF THE GAS DEFEATED IN GENERAL TO ASSEMBLY",2001/03/18,2001-03-18,1,1,Primary
MC1/News Articles/The Guide/327.txt,The Guide,"Minister Nespola Champions Added Tax Oil , Gas Development","MINISTER NESPOLA CHAMPIONS ADDED TAX OIL , GAS DEVELOPMENT",1999/07/04,1999-07-04,1,1,Primary
MC1/News Articles/The Guide/328.txt,The Guide,The activists interrupt traffic near fields of the curve of Tiskele,THE ACTIVISTS INTERRUPT TRAFFIC NEAR FIELDS OF THE CURVE OF TISKELE,2001/09/01,2001-09-01,1,1,Primary
MC1/News Articles/The Guide/330.txt,The Guide,The ministry of the health investigates complaints of the contamination,THE MINISTRY OF THE HEALTH INVESTIGATES COMPLAINTS OF THE CONTAMINATION,1998/11/10,1998-11-10,1,1,Primary
MC1/News Articles/The Guide/363.txt,The Guide,The minister of the health dies suddenly,THE MINISTER OF THE HEALTH DIES SUDDENLY,2001/06/16,2001-06-16,1,1,Primary
MC1/News Articles/The Guide/372.txt,The Guide,Conference of the news of the grasping of the police on the kidnapping of GAStech,CONFERENCE OF THE NEWS OF THE GRASPING OF THE POLICE ON THE KIDNAPPING OF GASTECH,2014/01/21,2014-01-21,1,1,Primary
MC1/News Articles/The Guide/373.txt,The Guide,The minister of the health receives POK threats,THE MINISTER OF THE HEALTH RECEIVES POK THREATS,2012/03/09,2012-03-09,1,1,Primary
MC1/News Articles/The Guide/388.txt,The Guide,Police of the assault of POK in Abila,POLICE OF THE ASSAULT OF POK IN ABILA,2013/12/16,2013-12-16,1,1,Primary
MC1/News Articles/The Guide/424.txt,The Guide,Araullo announces the new construction of the hospital,ARAULLO ANNOUNCES THE NEW CONSTRUCTION OF THE HOSPITAL,1995/11/23,1995-11-23,1,1,Primary
MC1/News Articles/The Guide/47.txt,The Guide,Distribution of strikes of the government with international GAStech,DISTRIBUTION OF STRIKES OF THE GOVERNMENT WITH INTERNATIONAL GASTECH,1993/03/13,1993-03-13,1,1,Primary
MC1/News Articles/The Guide/509.txt,The Guide,The gas fields of the curve of Tiskele more to a great extent than first thought,THE GAS FIELDS OF THE CURVE OF TISKELE MORE TO A GREAT EXTENT THAN FIRST THOUGHT,1996/03/15,1996-03-15,1,1,Primary
MC1/News Articles/The Guide/595.txt,The Guide,Traffic of the block from Protestors to the fields of the curve of Tiskele,TRAFFIC OF THE BLOCK FROM PROTESTORS TO THE FIELDS OF THE CURVE OF TISKELE,2005/04/08,2005-04-08,1,1,Primary
MC1/News Articles/The Guide/614.txt,The Guide,GAStech and Kronos celebrate society,GASTECH AND KRONOS CELEBRATE SOCIETY,2014/01/19,2014-01-19,1,1,Primary
MC1/News Articles/The Guide/62.txt,The Guide,Sanjorge of GAStech saved from the kidnapping in the HQ of GAStech,SANJORGE OF GASTECH SAVED FROM THE KIDNAPPING IN THE HQ OF GASTECH,2014/01/21,2014-01-21,1,1,Primary
MC1/News Articles/The Guide/641.txt,The Guide,The government announces the fiscal incentives for the foreign investment,THE GOVERNMENT ANNOUNCES THE FISCAL INCENTIVES FOR THE FOREIGN INVESTMENT,1993/01/19,1993-01-19,1,1,Primary
MC1/News Articles/The Guide/66.txt,The Guide,Magnificent opening of the new offices of GAStech,MAGNIFICENT OPENING OF THE NEW OFFICES OF GASTECH,1995/10/12,1995-10-12,1,1,Primary
MC1/News Articles/The Guide/664.txt,The Guide,Ends of the meeting of the anniversary of POK in uproar,ENDS OF THE MEETING OF THE ANNIVERSARY OF POK IN UPROAR,2012/06/21,2012-06-21,1,1,Primary
MC1/News Articles/The Guide/670.txt,The Guide,Protest of POK in the headquarters of the police of Abila,PROTEST OF POK IN THE HEADQUARTERS OF THE POLICE OF ABILA,2010/06/22,2010-06-22,1,1,Primary
MC1/News Articles/The Guide/725.txt,The Guide,Harbor facilities that will be increased,HARBOR FACILITIES THAT WILL BE INCREASED,1993/09/21,1993-09-21,1,1,Primary
MC1/News Articles/The Guide/754.txt,The Guide,The POK demonstrators destroy districto of Siopa,THE POK DEMONSTRATORS DESTROY DISTRICTO OF SIOPA,2011/06/22,2011-06-22,1,1,Primary
MC1/News Articles/The Guide/758.txt,The Guide,Advantages of Kronos of the foreign investment,ADVANTAGES OF KRONOS OF THE FOREIGN INVESTMENT,1998/01/20,1998-01-20,1,1,Primary
MC1/News Articles/The Guide/837.txt,The Guide,The protest of POK in GAStech establishes headquarters of ends in haltings,THE PROTEST OF POK IN GASTECH ESTABLISHES HEADQUARTERS OF ENDS IN HALTINGS,2009/02/19,2009-02-19,1,1,Primary
MC1/News Articles/The Light of Truth/1.txt,The Light of Truth,ENORMOUS IPO MAKES THE BILLIONAIRE OF SANJORGE,ENORMOUS IPO MAKES THE BILLIONAIRE OF SANJORGE,2013/12/18,2013-12-18,1,1,Primary
MC1/News Articles/The Light of Truth/102.txt,The Light of Truth,JR. SANJORGE TAKING INTERNATIONAL GASTECH PUBLIC,JR. SANJORGE TAKING INTERNATIONAL GASTECH PUBLIC,2013/09/04,2013-09-04,1,1,Primary
MC1/News Articles/The Light of Truth/164.txt,The Light of Truth,"HANK FLUSS, FOUNDER OF GASTECH, DIES IN 73","HANK FLUSS, FOUNDER OF GASTECH, DIES IN 73",2003/05/19,2003-05-19,1,1,Primary
MC1/News Articles/The Light of Truth/198.txt,The Light of Truth,"THE BUSINESSES AHEAD, CIVIC CHIEF DIE IN 65","THE BUSINESSES AHEAD, CIVIC CHIEF DIE IN 65",1994/02/18,1994-02-18,1,1,Primary
MC1/News Articles/The Light of Truth/216.txt,The Light of Truth,GDP OF KRONOS ON RISE,GDP OF KRONOS ON RISE,2000/01/16,2000-01-16,1,1,Primary
MC1/News Articles/The Light of Truth/277.txt,The Light of Truth,SITE OF CURVE OF TISKELE OF ROCKS GASTECH Of EXPLOSION,SITE OF CURVE OF TISKELE OF ROCKS GASTECH OF EXPLOSION,2000/08/16,2000-08-16,1,1,Primary
MC1/News Articles/The Light of Truth/301.txt,The Light of Truth,The GOVERNMENT OF KRONOS PROJECTS TAX RELIEF TO ENCOURAGE the FOREIGN INVESTMENT,THE GOVERNMENT OF KRONOS PROJECTS TAX RELIEF TO ENCOURAGE THE FOREIGN INVESTMENT,1992/12/12,1992-12-12,1,1,Primary
MC1/News Articles/The Light of Truth/432.txt,The Light of Truth,PREOCCUPATIONS With a PRODUCTIVE INVESTMENT IN KRONOS,PREOCCUPATIONS WITH A PRODUCTIVE INVESTMENT IN KRONOS,2010/12/18,2010-12-18,1,1,Primary
MC1/News Articles/The Light of Truth/456.txt,The Light of Truth,OPENING LARGE GASTECH-KRONOS,OPENING LARGE GASTECH-KRONOS,1995/10/11,1995-10-11,1,1,Primary
MC1/News Articles/The Light of Truth/494.txt,The Light of Truth,KIDNAPPING WITH GASTECH KRONOS,KIDNAPPING WITH GASTECH KRONOS,2014/01/20,2014-01-20,1,1,Primary
MC1/News Articles/The Light of Truth/503.txt,The Light of Truth,The LEVELINGS NEEDED FOR the WEARING Of DEEP WATER For ABILA,THE LEVELINGS NEEDED FOR THE WEARING OF DEEP WATER FOR ABILA,1993/09/21,1993-09-21,1,1,Primary
MC1/News Articles/The Light of Truth/560.txt,The Light of Truth,GASTECH ADOPTS NEW LOGO,GASTECH ADOPTS NEW LOGO,2009/05/17,2009-05-17,4,4,Derivative
MC1/News Articles/The Light of Truth/671.txt,The Light of Truth,GASTECH SHIFTS ITS HOME TO KRONOS,GASTECH SHIFTS ITS HOME TO KRONOS,1996/07/08,1996-07-08,1,1,Primary
MC1/News Articles/The Light of Truth/675.txt,The Light of Truth,SANJORGE JR CONDEMNS POK LIKE TERRORISTS,SANJORGE JR CONDEMNS POK LIKE TERRORISTS,2009/02/21,2009-02-21,2,2,Primary
MC1/News Articles/The Light of Truth/706.txt,The Light of Truth,INCOMES OF DISC OF REPORTS/RATIOS OF GASTECH,INCOMES OF DISC OF REPORTS/RATIOS OF GASTECH,1999/02/20,1999-02-20,1,1,Primary
